name,strand,chr,intersections
YOR010C,-,chrXV,17
YOR011W,+,chrXV,187
YOR011W-A,+,chrXV,7
YOR012W,+,chrXV,24
YOR013W,+,chrXV,32
YOR014W,+,chrXV,292
YOR015W,+,chrXV,143
YOR016C,-,chrXV,104
YOR017W,+,chrXV,269
YOR018W,+,chrXV,112
YOR019W,+,chrXV,78
YOR020C,-,chrXV,1266
YOR020W-A,+,chrXV,123
YOR021C,-,chrXV,451
YOR022C,-,chrXV,119
YOR023C,-,chrXV,210
YOR024W,+,chrXV,7
YOR025W,+,chrXV,147
YOR026W,+,chrXV,119
YOR027W,+,chrXV,1743
YOR028C,-,chrXV,391
YOR029W,+,chrXV,11
YOR030W,+,chrXV,83
YOR031W,+,chrXV,144
YOR032C,-,chrXV,105
YOR032W-A,+,chrXV,21
YOR033C,-,chrXV,147
YOR034C,-,chrXV,79
YOR034C-A,-,chrXV,63
YOR035C,-,chrXV,155
YOR036W,+,chrXV,366
YOR037W,+,chrXV,70
YOR038C,-,chrXV,106
YOR039W,+,chrXV,434
YOR040W,+,chrXV,36
YOR042W,+,chrXV,253
YOR041C,-,chrXV,38
YOR043W,+,chrXV,320
YOR044W,+,chrXV,66
YOR045W,+,chrXV,651
YOR046C,-,chrXV,764
YOR047C,-,chrXV,314
YOR048C,-,chrXV,606
YOR049C,-,chrXV,25
YOR050C,-,chrXV,151
YOR051C,-,chrXV,1542
YOR052C,-,chrXV,2448
YOR053W,+,chrXV,39
YOR055W,+,chrXV,455
YOR054C,-,chrXV,291
YOR056C,-,chrXV,804
YOR057W,+,chrXV,170
YOR058C,-,chrXV,487
YOR059C,-,chrXV,142
YOR060C,-,chrXV,96
YOR061W,+,chrXV,638
YOR062C,-,chrXV,289
YOR063W,+,chrXV,3750
YOR064C,-,chrXV,158
YOR065W,+,chrXV,5400
YOR066W,+,chrXV,92
YOR067C,-,chrXV,192
YOR069W,+,chrXV,408
YOR068C,-,chrXV,4
YOR070C,-,chrXV,120
YOR071C,-,chrXV,81
YOR072W,+,chrXV,7
YOR072W-A,+,chrXV,2
YOR072W-B,+,chrXV,74
YOR073W,+,chrXV,181
YOR073W-A,+,chrXV,9
YOR074C,-,chrXV,147
YOR075W,+,chrXV,273
YOR076C,-,chrXV,230
YOR077W,+,chrXV,100
YOR078W,+,chrXV,1236
YOR079C,-,chrXV,97
YOR080W,+,chrXV,263
YOR081C,-,chrXV,422
YOR083W,+,chrXV,79
YOR082C,-,chrXV,315
YOR084W,+,chrXV,34
YOR085W,+,chrXV,87
YOR086C,-,chrXV,604
YOR087W,+,chrXV,129
YOR089C,-,chrXV,761
YOR090C,-,chrXV,154
YOR091W,+,chrXV,1289
YOR092W,+,chrXV,266
YOR093C,-,chrXV,76
YOR094W,+,chrXV,402
YOR095C,-,chrXV,174
YOR096W,+,chrXV,109
YOR096W,+,chrXV,2347
YOR097C,-,chrXV,114
YOR098C,-,chrXV,338
YOR099W,+,chrXV,73
YOR100C,-,chrXV,37
YOR101W,+,chrXV,257
YOR102W,+,chrXV,142
YOR103C,-,chrXV,395
YOR104W,+,chrXV,167
YOR105W,+,chrXV,105
YOR106W,+,chrXV,228
YOR107W,+,chrXV,207
YOR108W,+,chrXV,255
YOR108C-A,-,chrXV,7
YOR109W,+,chrXV,230
YOR110W,+,chrXV,167
YOR111W,+,chrXV,37
YOR112W,+,chrXV,191
YOR113W,+,chrXV,271
YOR114W,+,chrXV,113
YOR115C,-,chrXV,259
YOR116C,-,chrXV,370
YOR117W,+,chrXV,508
YOR118W,+,chrXV,140
YOR119C,-,chrXV,280
YOR120W,+,chrXV,64
YOR121C,-,chrXV,1056
YOR122C,-,chrXV,1233
YOR122C,-,chrXV,35
YOR123C,-,chrXV,1013
YOR124C,-,chrXV,831
YOR125C,-,chrXV,88
YOR126C,-,chrXV,70
YOR127W,+,chrXV,495
YOR128C,-,chrXV,160
YOR129C,-,chrXV,40
YOR130C,-,chrXV,125
YOR131C,-,chrXV,345
YOR132W,+,chrXV,300
YOR133W,+,chrXV,2051
YOR134W,+,chrXV,93
YOR136W,+,chrXV,651
YOR135C,-,chrXV,4
YOR137C,-,chrXV,79
YOR138C,-,chrXV,195
YOR140W,+,chrXV,155
YOR139C,-,chrXV,5
YOR141C,-,chrXV,435
YOR142W,+,chrXV,221
YOR142W-A,+,chrXV,21494
YOR142W-B,+,chrXV,21484
YOR142W-B,+,chrXV,56491
YOR143C,-,chrXV,179
YOR144C,-,chrXV,77
YOR146W,+,chrXV,2
YOR145C,-,chrXV,587
YOR147W,+,chrXV,183
YOR148C,-,chrXV,185
YOR149C,-,chrXV,74
YOR150W,+,chrXV,150
YOR151C,-,chrXV,999
YOR152C,-,chrXV,33
YOR153W,+,chrXV,1165
YOR154W,+,chrXV,151
YOR155C,-,chrXV,41
YOR156C,-,chrXV,109
YOR157C,-,chrXV,362
YOR158W,+,chrXV,409
YOR159C,-,chrXV,168
YOR160W,+,chrXV,139
YOR161W-A,+,chrXV,3
YOR161W-B,+,chrXV,4
YOR161C,-,chrXV,51
YOR161C-C,-,chrXV,4
YOR162C,-,chrXV,138
YOR163W,+,chrXV,146
YOR164C,-,chrXV,338
YOR165W,+,chrXV,418
YOR166C,-,chrXV,117
YOR167C,-,chrXV,3955
YOR168W,+,chrXV,734
YOR169C,-,chrXV,62
YOR170W,+,chrXV,146
YOR171C,-,chrXV,156
YOR172W,+,chrXV,222
YOR173W,+,chrXV,32
YOR174W,+,chrXV,196
YOR175C,-,chrXV,208
YOR176W,+,chrXV,85
YOR177C,-,chrXV,58
YOR178C,-,chrXV,60
YOR179C,-,chrXV,148
YOR180C,-,chrXV,33
YOR181W,+,chrXV,130
YOR182C,-,chrXV,3424
YOR182C,-,chrXV,119
YOR183W,+,chrXV,22
YOR184W,+,chrXV,377
YOR185C,-,chrXV,20
YOR186W,+,chrXV,33
YOR186C-A,-,chrXV,6
YOR187W,+,chrXV,279
YOR188W,+,chrXV,337
YOR189W,+,chrXV,237
YOR190W,+,chrXV,21
YOR191W,+,chrXV,502
YOR192C,-,chrXV,35
YOR192C-C,-,chrXV,1863
YOR192C-B,-,chrXV,9168
YOR192C-B,-,chrXV,1363
YOR192C-A,-,chrXV,1416
YOR193W,+,chrXV,59
YOR194C,-,chrXV,843
YOR195W,+,chrXV,943
YOR196C,-,chrXV,185
YOR197W,+,chrXV,299
YOR198C,-,chrXV,3114
YOR199W,+,chrXV,45
YOR200W,+,chrXV,25
YOR201C,-,chrXV,159
YOR202W,+,chrXV,54
YOR203W,+,chrXV,55
YOR204W,+,chrXV,95
YOR205C,-,chrXV,137
YOR206W,+,chrXV,1892
YOR207C,-,chrXV,314
YOR208W,+,chrXV,273
YOR209C,-,chrXV,509
YOR210W,+,chrXV,766
YOR211C,-,chrXV,102
YOR212W,+,chrXV,459
YOR213C,-,chrXV,87
YOR214C,-,chrXV,10
YOR215C,-,chrXV,350
YOR216C,-,chrXV,793
YOR217W,+,chrXV,538
YOR218C,-,chrXV,35
YOR219C,-,chrXV,194
YOR220W,+,chrXV,577
YOR221C,-,chrXV,128
YOR222W,+,chrXV,702
YOR223W,+,chrXV,23
YOR224C,-,chrXV,565
YOR225W,+,chrXV,18
YOR226C,-,chrXV,61
YOR227W,+,chrXV,111
YOR228C,-,chrXV,24
YOR229W,+,chrXV,123
YOR230W,+,chrXV,167
YOR231W,+,chrXV,146
YOR231C-A,-,chrXV,2
YOR232W,+,chrXV,585
YOR233W,+,chrXV,111
YOR234C,-,chrXV,566
YOR234C,-,chrXV,71
YOR235W,+,chrXV,405
YOR236W,+,chrXV,55
YOR237W,+,chrXV,22
YOR238W,+,chrXV,136
YOR239W,+,chrXV,1216
YOR239W,+,chrXV,266
YOR241W,+,chrXV,521
YOR242C,-,chrXV,61
YOR243C,-,chrXV,611
YOR244W,+,chrXV,297
YOR245C,-,chrXV,211
YOR246C,-,chrXV,193
YOR247W,+,chrXV,2029
YOR248W,+,chrXV,1136
YOR249C,-,chrXV,85
YOR250C,-,chrXV,63
YOR251C,-,chrXV,83
YOR252W,+,chrXV,429
YOR253W,+,chrXV,176
YOR254C,-,chrXV,623
YOR255W,+,chrXV,17
YOR256C,-,chrXV,127
YOR257W,+,chrXV,168
YOR258W,+,chrXV,58
YOR259C,-,chrXV,955
YOR260W,+,chrXV,541
YOR261C,-,chrXV,1963
YOR262W,+,chrXV,313
YOR264W,+,chrXV,627
YOR263C,-,chrXV,5
YOR265W,+,chrXV,677
YOR266W,+,chrXV,74
YOR267C,-,chrXV,1313
YOR268C,-,chrXV,8
YOR269W,+,chrXV,70
YOR270C,-,chrXV,848
YOR271C,-,chrXV,305
YOR272W,+,chrXV,519
YOR273C,-,chrXV,214
YOR274W,+,chrXV,337
YOR275C,-,chrXV,157
YOR276W,+,chrXV,606
YOR277C,-,chrXV,61
YOR278W,+,chrXV,61
YOR279C,-,chrXV,101
YOR280C,-,chrXV,63
YOR282W,+,chrXV,120
YOR281C,-,chrXV,297
YOR283W,+,chrXV,276
YOR284W,+,chrXV,20
YOR285W,+,chrXV,364
YOR286W,+,chrXV,328
YOR287C,-,chrXV,335
YOR288C,-,chrXV,126
YOR289W,+,chrXV,89
YOR290C,-,chrXV,518
YOR291W,+,chrXV,120
YOR292C,-,chrXV,26
YOR293W,+,chrXV,1516
YOR293W,+,chrXV,4300
YOR293C-A,-,chrXV,17
YOR294W,+,chrXV,338
YOR295W,+,chrXV,84
YOR296W,+,chrXV,108
YOR297C,-,chrXV,44
YOR298W,+,chrXV,58
YOR298C-A,-,chrXV,993
YOR299W,+,chrXV,233
YOR300W,+,chrXV,116
YOR301W,+,chrXV,83
YOR302W,+,chrXV,63
YOR303W,+,chrXV,713
YOR304W,+,chrXV,486
YOR304C-A,-,chrXV,356
YOR305W,+,chrXV,2463
YOR306C,-,chrXV,251
YOR307C,-,chrXV,216
YOR308C,-,chrXV,284
YOR309C,-,chrXV,3761
YOR310C,-,chrXV,3863
YOR311C,-,chrXV,366
YOR312C,-,chrXV,2612
YOR312C,-,chrXV,50
YOR313C,-,chrXV,21
YOR314W,+,chrXV,10
YOR314W-A,+,chrXV,143
YOR315W,+,chrXV,236
YOR316C,-,chrXV,227
YOR316C-A,-,chrXV,24
YOR317W,+,chrXV,785
YOR318C,-,chrXV,9
YOR318C,-,chrXV,8
YOR319W,+,chrXV,49
YOR320C,-,chrXV,203
YOR321W,+,chrXV,62
YOR322C,-,chrXV,255
YOR323C,-,chrXV,432
YOR325W,+,chrXV,559
YOR324C,-,chrXV,123
YOR326W,+,chrXV,1617
YOR327C,-,chrXV,307
YOR328W,+,chrXV,139
YOR329W-A,+,chrXV,5
YOR329C,-,chrXV,133
YOR330C,-,chrXV,346
YOR332W,+,chrXV,1084
YOR331C,-,chrXV,7
YOR334W,+,chrXV,49
YOR333C,-,chrXV,2664
YOR335W-A,+,chrXV,3
YOR335C,-,chrXV,1457
YOR336W,+,chrXV,205
YOR337W,+,chrXV,151
YOR338W,+,chrXV,112
YOR339C,-,chrXV,9
YOR340C,-,chrXV,626
YOR341W,+,chrXV,1598
YOR342C,-,chrXV,559
YOR343C,-,chrXV,66
YOR343W-A,+,chrXV,2219
YOR343W-B,+,chrXV,2165
YOR343W-B,+,chrXV,10335
YOR344C,-,chrXV,1673
YOR346W,+,chrXV,503
YOR345C,-,chrXV,1
YOR347C,-,chrXV,21
YOR348C,-,chrXV,344
YOR349W,+,chrXV,483
YOR350C,-,chrXV,125
YOR351C,-,chrXV,47
YOR352W,+,chrXV,47
YOR353C,-,chrXV,92
YOR354C,-,chrXV,286
YOR355W,+,chrXV,597
YOR356W,+,chrXV,142
YOR357C,-,chrXV,56
YOR358W,+,chrXV,55
YOR359W,+,chrXV,101
YOR360C,-,chrXV,275
YOR361C,-,chrXV,1607
YOR362C,-,chrXV,567
YOR363C,-,chrXV,104
YOR364W,+,chrXV,45
YOR366W,+,chrXV,6
YOR365C,-,chrXV,25
YOR367W,+,chrXV,64
YOR368W,+,chrXV,54
YOR369C,-,chrXV,8320
YOR370C,-,chrXV,319
YOR371C,-,chrXV,1446
YOR372C,-,chrXV,355
YOR373W,+,chrXV,100
YOR374W,+,chrXV,155
YOR375C,-,chrXV,5299
YOR376W,+,chrXV,5
YOR376W-A,+,chrXV,18
YOR377W,+,chrXV,138
YOR378W,+,chrXV,24
YOR379C,-,chrXV,11
YOR380W,+,chrXV,75
YOR381W,+,chrXV,29
YOR381W-A,+,chrXV,3
YOR382W,+,chrXV,41
YOR383C,-,chrXV,34
YOR384W,+,chrXV,19
YOR385W,+,chrXV,745
YOR386W,+,chrXV,60
YOR387C,-,chrXV,5
YOR388C,-,chrXV,5
YOR389W,+,chrXV,92
YOR390W,+,chrXV,110
YOR391C,-,chrXV,65
YOR392W,+,chrXV,6
YOR393W,+,chrXV,26
YOR394W,+,chrXV,12
YOR394C-A,-,chrXV,19
YOR396W,+,chrXV,1580
YOR396C-A,-,chrXV,14
YPL283W-B,+,chrXVI,30
YPL283W-A,+,chrXVI,5
YPL283C,-,chrXVI,1507
YPL283C,-,chrXVI,118
YPL282C,-,chrXVI,26
YPL281C,-,chrXVI,39
YPL280W,+,chrXVI,35
YPL279C,-,chrXVI,104
YPL278C,-,chrXVI,57
YPL277C,-,chrXVI,60
YPL276W,+,chrXVI,5
YPL275W,+,chrXVI,8
YPL274W,+,chrXVI,275
YPL273W,+,chrXVI,583
YPL272C,-,chrXVI,25
YPL271W,+,chrXVI,918
YPL270W,+,chrXVI,497
YPL269W,+,chrXVI,65
YPL268W,+,chrXVI,149
YPL267W,+,chrXVI,139
YPL266W,+,chrXVI,330
YPL265W,+,chrXVI,767
YPL264C,-,chrXVI,44
YPL263C,-,chrXVI,731
YPL262W,+,chrXVI,538
YPL260W,+,chrXVI,776
YPL261C,-,chrXVI,3
YPL259C,-,chrXVI,165
YPL258C,-,chrXVI,17
YPL257W-A,+,chrXVI,21495
YPL257W-B,+,chrXVI,21480
YPL257W-B,+,chrXVI,71414
YPL257W,+,chrXVI,15
YPL256C,-,chrXVI,414
YPL255W,+,chrXVI,72
YPL254W,+,chrXVI,111
YPL253C,-,chrXVI,259
YPL251W,+,chrXVI,205
YPL252C,-,chrXVI,174
YPL250C,-,chrXVI,93
YPL250W-A,+,chrXVI,3
YPL249C-A,-,chrXVI,6543
YPL249C-A,-,chrXVI,76
YPL249C,-,chrXVI,188
YPL248C,-,chrXVI,52
YPL247C,-,chrXVI,51
YPL246C,-,chrXVI,80
YPL245W,+,chrXVI,127
YPL244C,-,chrXVI,111
YPL243W,+,chrXVI,830
YPL242C,-,chrXVI,254
YPL241C,-,chrXVI,73
YPL241C,-,chrXVI,18
YPL240C,-,chrXVI,10093
YPL239W,+,chrXVI,990
YPL237W,+,chrXVI,5323
YPL238C,-,chrXVI,2
YPL236C,-,chrXVI,43
YPL235W,+,chrXVI,763
YPL234C,-,chrXVI,1033
YPL233W,+,chrXVI,129
YPL232W,+,chrXVI,434
YPL231W,+,chrXVI,1753
YPL230W,+,chrXVI,43
YPL229W,+,chrXVI,76
YPL228W,+,chrXVI,229
YPL227C,-,chrXVI,128
YPL226W,+,chrXVI,902
YPL225W,+,chrXVI,923
YPL224C,-,chrXVI,125
YPL223C,-,chrXVI,18
YPL222W,+,chrXVI,1208
YPL222C-A,-,chrXVI,5
YPL221W,+,chrXVI,347
YPL220W,+,chrXVI,9663
YPL219W,+,chrXVI,48
YPL218W,+,chrXVI,4
YPL218W,+,chrXVI,840
YPL217C,-,chrXVI,2286
YPL216W,+,chrXVI,78
YPL215W,+,chrXVI,85
YPL214C,-,chrXVI,63
YPL213W,+,chrXVI,142
YPL212C,-,chrXVI,485
YPL211W,+,chrXVI,597
YPL210C,-,chrXVI,974
YPL209C,-,chrXVI,60
YPL208W,+,chrXVI,101
YPL207W,+,chrXVI,416
YPL206C,-,chrXVI,70
YPL205C,-,chrXVI,30
YPL204W,+,chrXVI,636
YPL203W,+,chrXVI,83
YPL202C,-,chrXVI,109
YPL201C,-,chrXVI,41
YPL200W,+,chrXVI,4
YPL199C,-,chrXVI,259
YPL198W,+,chrXVI,25
YPL198W,+,chrXVI,110
YPL198W,+,chrXVI,1609
YPL197C,-,chrXVI,5
YPL196W,+,chrXVI,114
YPL195W,+,chrXVI,514
YPL194W,+,chrXVI,80
YPL193W,+,chrXVI,332
YPL192C,-,chrXVI,25
YPL191C,-,chrXVI,66
YPL190C,-,chrXVI,1342
YPL189C-A,-,chrXVI,402
YPL189W,+,chrXVI,44
YPL188W,+,chrXVI,1886
YPL187W,+,chrXVI,27
YPL185W,+,chrXVI,29
YPL186C,-,chrXVI,21
YPL184C,-,chrXVI,407
YPL183W-A,+,chrXVI,53
YPL183C,-,chrXVI,121
YPL181W,+,chrXVI,458
YPL182C,-,chrXVI,18
YPL180W,+,chrXVI,228
YPL179W,+,chrXVI,477
YPL178W,+,chrXVI,660
YPL177C,-,chrXVI,49
YPL176C,-,chrXVI,177
YPL175W,+,chrXVI,10
YPL175W,+,chrXVI,96
YPL174C,-,chrXVI,147
YPL173W,+,chrXVI,169
YPL172C,-,chrXVI,41
YPL171C,-,chrXVI,203
YPL170W,+,chrXVI,213
YPL169C,-,chrXVI,270
YPL168W,+,chrXVI,151
YPL167C,-,chrXVI,120
YPL166W,+,chrXVI,29
YPL165C,-,chrXVI,69
YPL164C,-,chrXVI,170
YPL163C,-,chrXVI,694
YPL162C,-,chrXVI,16
YPL161C,-,chrXVI,93
YPL160W,+,chrXVI,2730
YPL159C,-,chrXVI,342
YPL158C,-,chrXVI,344
YPL157W,+,chrXVI,110
YPL156C,-,chrXVI,370
YPL155C,-,chrXVI,43
YPL154C,-,chrXVI,338
YPL153C,-,chrXVI,59
YPL152W-A,+,chrXVI,23
YPL152W,+,chrXVI,75
YPL151C,-,chrXVI,114
YPL150W,+,chrXVI,135
YPL149W,+,chrXVI,73
YPL148C,-,chrXVI,23
YPL147W,+,chrXVI,63
YPL146C,-,chrXVI,1838
YPL145C,-,chrXVI,884
YPL144W,+,chrXVI,33
YPL143W,+,chrXVI,33
YPL143W,+,chrXVI,1327
YPL142C,-,chrXVI,23
YPL141C,-,chrXVI,334
YPL140C,-,chrXVI,94
YPL139C,-,chrXVI,167
YPL138C,-,chrXVI,164
YPL136W,+,chrXVI,5
YPL137C,-,chrXVI,178
YPL135W,+,chrXVI,249
YPL135C-A,-,chrXVI,5
YPL134C,-,chrXVI,34
YPL133C,-,chrXVI,32
YPL132W,+,chrXVI,80
YPL131W,+,chrXVI,9390
YPL130W,+,chrXVI,11
YPL129W,+,chrXVI,20
YPL129W,+,chrXVI,301
YPL128C,-,chrXVI,140
YPL127C,-,chrXVI,221
YPL126W,+,chrXVI,304
YPL125W,+,chrXVI,123
YPL124W,+,chrXVI,72
YPL123C,-,chrXVI,38
YPL122C,-,chrXVI,135
YPL121C,-,chrXVI,32
YPL120W,+,chrXVI,119
YPL119C-A,-,chrXVI,17
YPL119C,-,chrXVI,19
YPL118W,+,chrXVI,413
YPL117C,-,chrXVI,992
YPL116W,+,chrXVI,175
YPL115C,-,chrXVI,155
YPL114W,+,chrXVI,12
YPL113C,-,chrXVI,18
YPL112C,-,chrXVI,104
YPL111W,+,chrXVI,583
YPL110C,-,chrXVI,267
YPL109C,-,chrXVI,18
YPL109C,-,chrXVI,34
YPL108W,+,chrXVI,157
YPL107W,+,chrXVI,247
YPL106C,-,chrXVI,5045
YPL105C,-,chrXVI,1514
YPL104W,+,chrXVI,92
YPL103C,-,chrXVI,77
YPL101W,+,chrXVI,130
YPL102C,-,chrXVI,3
YPL100W,+,chrXVI,147
YPL099C,-,chrXVI,102
YPL098C,-,chrXVI,119
YPL097W,+,chrXVI,80
YPL096C-A,-,chrXVI,33
YPL096W,+,chrXVI,102
YPL095C,-,chrXVI,31
YPL094C,-,chrXVI,1065
YPL093W,+,chrXVI,1505
YPL092W,+,chrXVI,92
YPL091W,+,chrXVI,713
YPL090C,-,chrXVI,4165
YPL090C,-,chrXVI,124
YPL089C,-,chrXVI,364
YPL088W,+,chrXVI,172
YPL087W,+,chrXVI,253
YPL086C,-,chrXVI,278
YPL085W,+,chrXVI,838
YPL084W,+,chrXVI,185
YPL083C,-,chrXVI,233
YPL082C,-,chrXVI,522
YPL081W,+,chrXVI,11
YPL081W,+,chrXVI,825
YPL080C,-,chrXVI,5
YPL079W,+,chrXVI,89
YPL079W,+,chrXVI,3017
YPL078C,-,chrXVI,1965
YPL077C,-,chrXVI,29
YPL076W,+,chrXVI,27
YPL075W,+,chrXVI,83
YPL075W,+,chrXVI,126
YPL074W,+,chrXVI,236
YPL072W,+,chrXVI,84
YPL073C,-,chrXVI,6
YPL071C,-,chrXVI,96
YPL070W,+,chrXVI,215
YPL069C,-,chrXVI,86
YPL068C,-,chrXVI,139
YPL067C,-,chrXVI,121
YPL066W,+,chrXVI,100
YPL065W,+,chrXVI,63
YPL064C,-,chrXVI,222
YPL063W,+,chrXVI,1027
YPL062W,+,chrXVI,39
YPL061W,+,chrXVI,2539
YPL060W,+,chrXVI,59
YPL060C-A,-,chrXVI,98
YPL060C-A,-,chrXVI,102
YPL059W,+,chrXVI,541
YPL058C,-,chrXVI,353
YPL057C,-,chrXVI,992
YPL056C,-,chrXVI,268
YPL055C,-,chrXVI,164
YPL054W,+,chrXVI,19
YPL053C,-,chrXVI,218
YPL052W,+,chrXVI,112
YPL052W,+,chrXVI,162
YPL051W,+,chrXVI,65
YPL050C,-,chrXVI,388
YPL049C,-,chrXVI,511
YPL048W,+,chrXVI,525
YPL047W,+,chrXVI,50
YPL046C,-,chrXVI,124
YPL045W,+,chrXVI,205
YPL043W,+,chrXVI,2619
YPL044C,-,chrXVI,6
YPL042C,-,chrXVI,131
YPL041C,-,chrXVI,122
YPL040C,-,chrXVI,70
YPL039W,+,chrXVI,143
YPL038W-A,+,chrXVI,153
YPL038W,+,chrXVI,167
YPL037C,-,chrXVI,2022
YPL036W,+,chrXVI,86
YPL034W,+,chrXVI,63
YPL035C,-,chrXVI,12
YPL033C,-,chrXVI,12
YPL032C,-,chrXVI,608
YPL031C,-,chrXVI,123
YPL031C,-,chrXVI,8
YPL030W,+,chrXVI,75
YPL029W,+,chrXVI,89
YPL028W,+,chrXVI,897
YPL027W,+,chrXVI,11
YPL026C,-,chrXVI,848
YPL025C,-,chrXVI,10
YPL024W,+,chrXVI,130
YPL023C,-,chrXVI,228
YPL022W,+,chrXVI,245
YPL021W,+,chrXVI,11
YPL020C,-,chrXVI,612
YPL019C,-,chrXVI,539
YPL018W,+,chrXVI,29
YPL017C,-,chrXVI,11
YPL016W,+,chrXVI,305
YPL015C,-,chrXVI,91
YPL014W,+,chrXVI,180
YPL013C,-,chrXVI,2608
YPL012W,+,chrXVI,1142
YPL011C,-,chrXVI,266
YPL010W,+,chrXVI,249
YPL009C,-,chrXVI,1359
YPL008W,+,chrXVI,88
YPL007C,-,chrXVI,79
YPL006W,+,chrXVI,195
YPL005W,+,chrXVI,71
YPL004C,-,chrXVI,280
YPL003W,+,chrXVI,30
YPL002C,-,chrXVI,61
YPL001W,+,chrXVI,104
YPR001W,+,chrXVI,27
YPR002W,+,chrXVI,103
YPR002C-A,-,chrXVI,642
YPR003C,-,chrXVI,109
YPR004C,-,chrXVI,139
YPR005C,-,chrXVI,116
YPR006C,-,chrXVI,84
YPR007C,-,chrXVI,36
YPR008W,+,chrXVI,1781
YPR009W,+,chrXVI,124
YPR010C,-,chrXVI,565
YPR010C-A,-,chrXVI,521
YPR010C-A,-,chrXVI,248
YPR011C,-,chrXVI,185
YPR012W,+,chrXVI,27
YPR013C,-,chrXVI,34
YPR014C,-,chrXVI,7
YPR015C,-,chrXVI,60
YPR016C,-,chrXVI,101
YPR016W-A,+,chrXVI,4
YPR017C,-,chrXVI,148
YPR018W,+,chrXVI,449
YPR019W,+,chrXVI,124
YPR020W,+,chrXVI,761
YPR021C,-,chrXVI,82
YPR022C,-,chrXVI,169
YPR023C,-,chrXVI,274
YPR024W,+,chrXVI,56
YPR025C,-,chrXVI,349
YPR026W,+,chrXVI,63
YPR027C,-,chrXVI,12
YPR028W,+,chrXVI,12
YPR028W,+,chrXVI,685
YPR029C,-,chrXVI,402
YPR030W,+,chrXVI,53
YPR031W,+,chrXVI,75
YPR032W,+,chrXVI,103
YPR033C,-,chrXVI,636
YPR034W,+,chrXVI,129
YPR035W,+,chrXVI,1739
YPR036W,+,chrXVI,591
YPR036W-A,+,chrXVI,8751
YPR038W,+,chrXVI,10
YPR039W,+,chrXVI,12
YPR037C,-,chrXVI,60
YPR040W,+,chrXVI,495
YPR041W,+,chrXVI,926
YPR042C,-,chrXVI,153
YPR043W,+,chrXVI,665
YPR043W,+,chrXVI,8342
YPR044C,-,chrXVI,14
YPR045C,-,chrXVI,191
YPR046W,+,chrXVI,52
YPR047W,+,chrXVI,113
YPR048W,+,chrXVI,158
YPR049C,-,chrXVI,107
YPR051W,+,chrXVI,51
YPR050C,-,chrXVI,2
YPR052C,-,chrXVI,199
YPR053C,-,chrXVI,200
YPR054W,+,chrXVI,10
YPR055W,+,chrXVI,168
YPR056W,+,chrXVI,203
YPR057W,+,chrXVI,78
YPR058W,+,chrXVI,80
YPR059C,-,chrXVI,353
YPR060C,-,chrXVI,564
YPR061C,-,chrXVI,50
YPR062W,+,chrXVI,777
YPR063C,-,chrXVI,329
YPR063C,-,chrXVI,10
YPR064W,+,chrXVI,17
YPR065W,+,chrXVI,1473
YPR066W,+,chrXVI,38
YPR067W,+,chrXVI,78
YPR068C,-,chrXVI,51
YPR069C,-,chrXVI,410
YPR070W,+,chrXVI,71
YPR071W,+,chrXVI,19
YPR072W,+,chrXVI,377
YPR073C,-,chrXVI,413
YPR074C,-,chrXVI,1971
YPR074W-A,+,chrXVI,10
YPR076W,+,chrXVI,6
YPR075C,-,chrXVI,76
YPR077C,-,chrXVI,28
YPR078C,-,chrXVI,39
YPR079W,+,chrXVI,75
YPR080W,+,chrXVI,12658
YPR081C,-,chrXVI,51
YPR082C,-,chrXVI,207
YPR083W,+,chrXVI,93
YPR084W,+,chrXVI,115
YPR085C,-,chrXVI,53
YPR086W,+,chrXVI,366
YPR087W,+,chrXVI,58
YPR088C,-,chrXVI,298
YPR089W,+,chrXVI,278
YPR092W,+,chrXVI,4
YPR091C,-,chrXVI,234
YPR093C,-,chrXVI,181
YPR094W,+,chrXVI,184
YPR095C,-,chrXVI,111
YPR096C,-,chrXVI,14
YPR097W,+,chrXVI,186
YPR098C,-,chrXVI,162
YPR098C,-,chrXVI,68
YPR100W,+,chrXVI,262
YPR099C,-,chrXVI,7
YPR101W,+,chrXVI,156
YPR102C,-,chrXVI,7892
YPR103W,+,chrXVI,434
YPR104C,-,chrXVI,310
YPR105C,-,chrXVI,269
YPR106W,+,chrXVI,115
YPR107C,-,chrXVI,123
YPR108W,+,chrXVI,814
YPR108W-A,+,chrXVI,76
YPR109W,+,chrXVI,79
YPR110C,-,chrXVI,757
YPR111W,+,chrXVI,91
YPR112C,-,chrXVI,988
YPR113W,+,chrXVI,266
YPR114W,+,chrXVI,408
YPR115W,+,chrXVI,229
YPR116W,+,chrXVI,81
YPR117W,+,chrXVI,172
YPR118W,+,chrXVI,202
YPR119W,+,chrXVI,99
YPR120C,-,chrXVI,162
YPR121W,+,chrXVI,20
YPR122W,+,chrXVI,258
YPR124W,+,chrXVI,46
YPR123C,-,chrXVI,3
YPR125W,+,chrXVI,405
YPR126C,-,chrXVI,16
YPR127W,+,chrXVI,44
YPR128C,-,chrXVI,107
YPR129W,+,chrXVI,482
YPR130C,-,chrXVI,79
YPR131C,-,chrXVI,112
YPR132W,+,chrXVI,103
YPR132W,+,chrXVI,10743
YPR133C,-,chrXVI,806
YPR133W-A,+,chrXVI,527
